Index,StartTime,StopTime,SensorID,DetectorId,TypeEstimation,Start-Date,Stop-Date,Start-Time,End-Time,DurationSeconds,WeekOfYear,DayOfWeek
5934,1/13/2015 5:14:09 PM,1/13/2015 5:14:26 PM,605,LocationDetector,person_next_to_sink,1/13/2015,1/13/2015,5:14:09 PM,5:14:26 PM,17,3,2
87,12/12/2014 11:32:41 AM,12/12/2014 11:32:43 AM,605,LocationDetector,person_in_bathroom,12/12/2014,12/12/2014,11:32:41 AM,11:32:43 AM,2,50,5
243,12/12/2014 1:35:49 PM,12/12/2014 1:35:56 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,1:35:49 PM,1:35:56 PM,7,50,5
383,12/12/2014 2:16:18 PM,12/12/2014 2:16:23 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,2:16:18 PM,2:16:23 PM,5,50,5
5313,1/13/2015 3:38:28 PM,1/13/2015 3:38:28 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:38:28 PM,3:38:28 PM,0,3,2
2550,1/9/2015 12:03:28 PM,1/9/2015 12:03:28 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:03:28 PM,12:03:28 PM,0,2,5
1307,1/6/2015 12:16:13 PM,1/6/2015 12:16:20 PM,603,LocationDetector,stove_on,1/6/2015,1/6/2015,12:16:13 PM,12:16:20 PM,7,2,2
561,12/12/2014 2:42:14 PM,12/12/2014 2:42:27 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,2:42:14 PM,2:42:27 PM,13,50,5
3247,1/9/2015 2:09:36 PM,1/9/2015 2:09:40 PM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,2:09:36 PM,2:09:40 PM,4,2,5
5330,1/13/2015 3:39:19 PM,1/13/2015 3:39:19 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:39:19 PM,3:39:19 PM,0,3,2
1380,1/6/2015 12:24:40 PM,1/6/2015 12:24:48 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,12:24:40 PM,12:24:48 PM,8,2,2
2031,1/9/2015 10:46:12 AM,1/9/2015 10:46:21 AM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/9/2015,1/9/2015,10:46:12 AM,10:46:21 AM,9,2,5
4517,1/13/2015 2:51:05 PM,1/13/2015 2:51:05 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,2:51:05 PM,2:51:05 PM,0,3,2
3149,1/9/2015 1:37:53 PM,1/9/2015 1:38:00 PM,603,LocationDetector,stove_on,1/9/2015,1/9/2015,1:37:53 PM,1:38:00 PM,7,2,5
815,12/16/2014 12:34:36 PM,12/16/2014 12:34:36 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/16/2014,12/16/2014,12:34:36 PM,12:34:36 PM,0,51,2
5307,1/13/2015 3:38:08 PM,1/13/2015 3:38:21 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:38:08 PM,3:38:21 PM,13,3,2
2705,1/9/2015 12:23:39 PM,1/9/2015 12:24:29 PM,603,LocationDetector,person_next_to_sink,1/9/2015,1/9/2015,12:23:39 PM,12:24:29 PM,50,2,5
1558,1/6/2015 2:26:48 PM,1/6/2015 2:27:02 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/6/2015,1/6/2015,2:26:48 PM,2:27:02 PM,14,2,2
2264,1/9/2015 11:15:00 AM,1/9/2015 11:15:15 AM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,11:15:00 AM,11:15:15 AM,15,2,5
798,12/16/2014 12:32:05 PM,12/16/2014 12:32:08 PM,603,LocationDetector,person_in_kitchen,12/16/2014,12/16/2014,12:32:05 PM,12:32:08 PM,3,51,2
1962,1/9/2015 10:17:22 AM,1/9/2015 10:17:30 AM,603,LocationDetector,oven_open,1/9/2015,1/9/2015,10:17:22 AM,10:17:30 AM,8,2,5
733,12/16/2014 12:10:32 PM,12/16/2014 12:10:45 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/16/2014,12/16/2014,12:10:32 PM,12:10:45 PM,13,51,2
1991,1/9/2015 10:41:50 AM,1/9/2015 10:41:51 AM,SmartPhone,AudioSoundDetector,toilet_usage,1/9/2015,1/9/2015,10:41:50 AM,10:41:51 AM,1,2,5
443,12/12/2014 2:27:56 PM,12/12/2014 2:27:56 PM,00:13:A2:00:40:86:68:21-CONTACT1_TRIGGERED,DoorOpenDetector,eating_drinking_cupboard_open,12/12/2014,12/12/2014,2:27:56 PM,2:27:56 PM,0,50,5
3502,1/13/2015 10:18:53 AM,1/13/2015 10:25:43 AM,602,LocationDetector,person_in_bathroom,1/13/2015,1/13/2015,10:18:53 AM,10:25:43 AM,50,3,2
3701,1/13/2015 10:26:38 AM,1/13/2015 10:26:51 AM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/13/2015,1/13/2015,10:26:38 AM,10:26:51 AM,13,3,2
301,12/12/2014 1:46:48 PM,12/12/2014 1:47:02 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,1:46:48 PM,1:47:02 PM,14,50,5
4495,1/13/2015 2:49:49 PM,1/13/2015 2:49:58 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,2:49:49 PM,2:49:58 PM,9,3,2
2947,1/9/2015 12:52:38 PM,1/9/2015 12:52:42 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,12:52:38 PM,12:52:42 PM,4,2,5
4844,1/13/2015 3:14:08 PM,1/13/2015 3:14:10 PM,SmartPhone,AudioSoundDetector,eating_(cutlery),1/13/2015,1/13/2015,3:14:08 PM,3:14:10 PM,2,3,2
410,12/12/2014 2:23:10 PM,12/12/2014 2:23:10 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/12/2014,12/12/2014,2:23:10 PM,2:23:10 PM,0,50,5
4787,1/13/2015 3:11:29 PM,1/13/2015 3:11:29 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:11:29 PM,3:11:29 PM,0,3,2
5551,1/13/2015 3:47:23 PM,1/13/2015 3:47:23 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:47:23 PM,3:47:23 PM,0,3,2
400,12/12/2014 2:20:08 PM,12/12/2014 2:20:14 PM,702,WaterFlowDetection_Kitchen,sink_usage,12/12/2014,12/12/2014,2:20:08 PM,2:20:14 PM,6,50,5
3756,1/13/2015 10:29:30 AM,1/13/2015 10:29:30 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/13/2015,1/13/2015,10:29:30 AM,10:29:30 AM,0,3,2
5388,1/13/2015 3:41:31 PM,1/13/2015 3:41:50 PM,SmartPhone,AudioSoundDetector,mixer,1/13/2015,1/13/2015,3:41:31 PM,3:41:50 PM,19,3,2
1565,1/6/2015 2:27:30 PM,1/6/2015 2:27:30 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/6/2015,1/6/2015,2:27:30 PM,2:27:30 PM,0,2,2
993,12/17/2014 2:20:37 PM,12/17/2014 2:20:51 PM,603,LocationDetector,person_next_to_sink,12/17/2014,12/17/2014,2:20:37 PM,2:20:51 PM,14,51,3
2826,1/9/2015 12:39:05 PM,1/9/2015 12:39:30 PM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,12:39:05 PM,12:39:30 PM,25,2,5
5818,1/13/2015 4:49:53 PM,1/13/2015 4:59:59 PM,603,LocationDetector,person_next_to_sink,1/13/2015,1/13/2015,4:49:53 PM,4:59:59 PM,6,3,2
2034,1/9/2015 10:46:20 AM,1/9/2015 10:46:24 AM,SmartPhone,AudioSoundDetector,hair_dryer_usage,1/9/2015,1/9/2015,10:46:20 AM,10:46:24 AM,4,2,5
745,12/16/2014 12:11:32 PM,12/16/2014 12:11:36 PM,SmartPhone,AudioSoundDetector,speaking,12/16/2014,12/16/2014,12:11:32 PM,12:11:36 PM,4,51,2
1065,12/17/2014 2:31:24 PM,12/17/2014 2:31:27 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,12/17/2014,12/17/2014,2:31:24 PM,2:31:27 PM,3,51,3
130,12/12/2014 11:37:30 AM,12/12/2014 11:37:31 AM,605,LocationDetector,person_in_bathroom,12/12/2014,12/12/2014,11:37:30 AM,11:37:31 AM,1,50,5
1643,1/6/2015 2:37:13 PM,1/6/2015 2:37:25 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,2:37:13 PM,2:37:25 PM,12,2,2
3336,1/11/2015 5:25:30 PM,1/11/2015 5:31:19 PM,SmartPhone,AudioSoundDetector,shower_usage,1/11/2015,1/11/2015,5:25:30 PM,5:31:19 PM,49,3,0
3433,1/12/2015 9:46:11 PM,1/12/2015 9:46:13 PM,SmartPhone,AudioSoundDetector,toilet_usage,1/12/2015,1/12/2015,9:46:11 PM,9:46:13 PM,2,3,1
6255,1/13/2015 5:59:54 PM,1/13/2015 5:59:54 PM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/13/2015,1/13/2015,5:59:54 PM,5:59:54 PM,0,3,2
5451,1/13/2015 3:43:21 PM,1/13/2015 3:44:31 PM,603,LocationDetector,person_next_to_sink,1/13/2015,1/13/2015,3:43:21 PM,3:44:31 PM,10,3,2
4407,1/13/2015 2:19:28 PM,1/13/2015 2:19:32 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,2:19:28 PM,2:19:32 PM,4,3,2
1253,1/6/2015 10:56:59 AM,1/6/2015 10:56:59 AM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,1/6/2015,1/6/2015,10:56:59 AM,10:56:59 AM,0,2,2
289,12/12/2014 1:45:29 PM,12/12/2014 1:45:29 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,1:45:29 PM,1:45:29 PM,0,50,5
4957,1/13/2015 3:20:28 PM,1/13/2015 3:21:19 PM,603,LocationDetector,person_next_to_sink,1/13/2015,1/13/2015,3:20:28 PM,3:21:19 PM,51,3,2
877,12/16/2014 12:45:26 PM,12/16/2014 12:46:43 PM,603,LocationDetector,person_in_kitchen,12/16/2014,12/16/2014,12:45:26 PM,12:46:43 PM,17,51,2
2789,1/9/2015 12:33:26 PM,1/9/2015 12:33:26 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:33:26 PM,12:33:26 PM,0,2,5
4638,1/13/2015 3:01:29 PM,1/13/2015 3:01:29 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:01:29 PM,3:01:29 PM,0,3,2
3376,1/12/2015 7:57:45 AM,1/12/2015 7:58:06 AM,SmartPhone,AudioSoundDetector,basin_usage,1/12/2015,1/12/2015,7:57:45 AM,7:58:06 AM,21,3,1
1907,1/9/2015 9:21:29 AM,1/9/2015 9:21:41 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,9:21:29 AM,9:21:41 AM,12,2,5
6001,1/13/2015 5:26:03 PM,1/13/2015 5:29:37 PM,602,LocationDetector,person_in_bathroom,1/13/2015,1/13/2015,5:26:03 PM,5:29:37 PM,34,3,2
3403,1/12/2015 8:02:06 AM,1/12/2015 8:02:20 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/12/2015,1/12/2015,8:02:06 AM,8:02:20 AM,14,3,1
5912,1/13/2015 5:10:06 PM,1/13/2015 5:11:26 PM,605,LocationDetector,person_in_bathroom,1/13/2015,1/13/2015,5:10:06 PM,5:11:26 PM,20,3,2
1825,1/9/2015 5:49:39 AM,1/9/2015 5:49:50 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,5:49:39 AM,5:49:50 AM,11,2,5
2507,1/9/2015 11:58:06 AM,1/9/2015 11:58:20 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,11:58:06 AM,11:58:20 AM,14,2,5
4869,1/13/2015 3:15:10 PM,1/13/2015 3:15:18 PM,00:13:A2:00:40:8A:D2:EF-LOAD,Power_Detector_Fridge,fridge_open,1/13/2015,1/13/2015,3:15:10 PM,3:15:18 PM,8,3,2
5528,1/13/2015 3:46:39 PM,1/13/2015 3:48:07 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,3:46:39 PM,3:48:07 PM,28,3,2
1667,1/6/2015 2:40:52 PM,1/6/2015 2:41:04 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,2:40:52 PM,2:41:04 PM,12,2,2
5379,1/13/2015 3:41:16 PM,1/13/2015 3:41:20 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:41:16 PM,3:41:20 PM,4,3,2
139,12/12/2014 11:38:04 AM,12/12/2014 11:38:05 AM,605,LocationDetector,person_in_bathroom,12/12/2014,12/12/2014,11:38:04 AM,11:38:05 AM,1,50,5
887,12/16/2014 12:47:03 PM,12/16/2014 12:47:11 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/16/2014,12/16/2014,12:47:03 PM,12:47:11 PM,8,51,2
4175,1/13/2015 12:00:42 PM,1/13/2015 12:01:25 PM,602,LocationDetector,person_next_to_toilet,1/13/2015,1/13/2015,12:00:42 PM,12:01:25 PM,43,3,2
1668,1/6/2015 2:40:54 PM,1/6/2015 2:41:04 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,1/6/2015,1/6/2015,2:40:54 PM,2:41:04 PM,10,2,2
6235,1/13/2015 5:58:06 PM,1/13/2015 5:58:24 PM,602,LocationDetector,person_in_bathroom,1/13/2015,1/13/2015,5:58:06 PM,5:58:24 PM,18,3,2
2173,1/9/2015 11:04:18 AM,1/9/2015 11:04:27 AM,602,LocationDetector,person_next_to_sink,1/9/2015,1/9/2015,11:04:18 AM,11:04:27 AM,9,2,5
2817,1/9/2015 12:38:20 PM,1/9/2015 12:39:03 PM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,12:38:20 PM,12:39:03 PM,43,2,5
2502,1/9/2015 11:57:34 AM,1/9/2015 11:57:47 AM,603,LocationDetector,person_next_to_working_place,1/9/2015,1/9/2015,11:57:34 AM,11:57:47 AM,13,2,5
515,12/12/2014 2:36:57 PM,12/12/2014 2:37:10 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/12/2014,12/12/2014,2:36:57 PM,2:37:10 PM,13,50,5
598,12/12/2014 2:46:59 PM,12/12/2014 2:46:59 PM,00:13:A2:00:40:86:68:21-CONTACT1_TRIGGERED,DoorOpenDetector,eating_drinking_cupboard_open,12/12/2014,12/12/2014,2:46:59 PM,2:46:59 PM,0,50,5
6311,1/13/2015 6:02:25 PM,1/13/2015 6:02:10 PM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/13/2015,1/13/2015,6:02:25 PM,6:02:10 PM,15,3,2
5486,1/13/2015 3:45:18 PM,1/13/2015 3:45:40 PM,603,LocationDetector,person_next_to_working_place,1/13/2015,1/13/2015,3:45:18 PM,3:45:40 PM,22,3,2
6114,1/13/2015 5:43:36 PM,1/13/2015 5:42:15 PM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/13/2015,1/13/2015,5:43:36 PM,5:42:15 PM,21,3,2
4810,1/13/2015 3:12:35 PM,1/13/2015 3:12:47 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:12:35 PM,3:12:47 PM,12,3,2
1971,1/9/2015 10:36:17 AM,1/9/2015 10:39:57 AM,602,LocationDetector,person_in_bathroom,1/9/2015,1/9/2015,10:36:17 AM,10:39:57 AM,40,2,5
6144,1/13/2015 5:47:35 PM,1/13/2015 5:46:33 PM,602,LocationDetector,person_in_bathroom,1/13/2015,1/13/2015,5:47:35 PM,5:46:33 PM,2,3,2
728,12/16/2014 11:51:42 AM,12/16/2014 11:51:42 AM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/16/2014,12/16/2014,11:51:42 AM,11:51:42 AM,0,51,2
2958,1/9/2015 12:54:02 PM,1/9/2015 12:54:02 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,12:54:02 PM,12:54:02 PM,0,2,5
1208,12/17/2014 4:48:09 PM,12/17/2014 4:48:29 PM,603,LocationDetector,person_next_to_working_place,12/17/2014,12/17/2014,4:48:09 PM,4:48:29 PM,20,51,3
4938,1/13/2015 3:19:30 PM,1/13/2015 3:19:42 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:19:30 PM,3:19:42 PM,12,3,2
1198,12/17/2014 4:46:37 PM,12/17/2014 4:46:37 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/17/2014,12/17/2014,4:46:37 PM,4:46:37 PM,0,51,3
5969,1/13/2015 5:20:21 PM,1/13/2015 5:20:12 PM,SmartPhone,AudioSoundDetector,toilet_usage,1/13/2015,1/13/2015,5:20:21 PM,5:20:12 PM,9,3,2
1591,1/6/2015 2:31:09 PM,1/6/2015 2:31:56 PM,603,LocationDetector,person_in_kitchen,1/6/2015,1/6/2015,2:31:09 PM,2:31:56 PM,47,2,2
1219,1/6/2015 10:52:07 AM,1/6/2015 10:52:12 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,10:52:07 AM,10:52:12 AM,5,2,2
59,12/8/2014 8:12:09 AM,12/8/2014 8:12:09 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,12/8/2014,12/8/2014,8:12:09 AM,8:12:09 AM,0,50,1
3013,1/9/2015 1:22:14 PM,1/9/2015 1:22:28 PM,702,WaterFlowDetection_Kitchen,sink_usage,1/9/2015,1/9/2015,1:22:14 PM,1:22:28 PM,14,2,5
2890,1/9/2015 12:46:02 PM,1/9/2015 12:46:06 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,1/9/2015,1/9/2015,12:46:02 PM,12:46:06 PM,4,2,5
496,12/12/2014 2:34:56 PM,12/12/2014 2:35:08 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,2:34:56 PM,2:35:08 PM,12,50,5
4812,1/13/2015 3:12:39 PM,1/13/2015 3:12:52 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:12:39 PM,3:12:52 PM,13,3,2
2644,1/9/2015 12:12:28 PM,1/9/2015 12:13:07 PM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,12:12:28 PM,12:13:07 PM,39,2,5
4934,1/13/2015 3:19:22 PM,1/13/2015 3:19:22 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:19:22 PM,3:19:22 PM,0,3,2
2549,1/9/2015 12:03:07 PM,1/9/2015 12:03:37 PM,603,LocationDetector,person_next_to_working_place,1/9/2015,1/9/2015,12:03:07 PM,12:03:37 PM,30,2,5
5422,1/13/2015 3:42:44 PM,1/13/2015 3:42:44 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:42:44 PM,3:42:44 PM,0,3,2
4089,1/13/2015 10:57:56 AM,1/13/2015 10:58:00 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,10:57:56 AM,10:58:00 AM,4,3,2
5402,1/13/2015 3:41:57 PM,1/13/2015 3:42:01 PM,SmartPhone,AudioSoundDetector,mixer,1/13/2015,1/13/2015,3:41:57 PM,3:42:01 PM,4,3,2
138,12/12/2014 11:38:04 AM,12/12/2014 11:38:15 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,12/12/2014,12/12/2014,11:38:04 AM,11:38:15 AM,11,50,5
580,12/12/2014 2:45:08 PM,12/12/2014 2:45:15 PM,603,LocationDetector,stove_on,12/12/2014,12/12/2014,2:45:08 PM,2:45:15 PM,7,50,5
234,12/12/2014 1:34:31 PM,12/12/2014 1:34:31 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,1:34:31 PM,1:34:31 PM,0,50,5
2733,1/9/2015 12:26:50 PM,1/9/2015 12:27:03 PM,603,LocationDetector,stove_on,1/9/2015,1/9/2015,12:26:50 PM,12:27:03 PM,13,2,5
3250,1/9/2015 2:09:39 PM,1/9/2015 2:09:39 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,2:09:39 PM,2:09:39 PM,0,2,5
2793,1/9/2015 12:33:48 PM,1/9/2015 12:33:52 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:33:48 PM,12:33:52 PM,4,2,5
5100,1/13/2015 3:28:00 PM,1/13/2015 3:28:58 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,3:28:00 PM,3:28:58 PM,58,3,2
4538,1/13/2015 2:51:27 PM,1/13/2015 2:51:38 PM,702,WaterFlowDetection_Kitchen,sink_usage,1/13/2015,1/13/2015,2:51:27 PM,2:51:38 PM,11,3,2
1953,1/9/2015 10:16:09 AM,1/9/2015 10:16:13 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,10:16:09 AM,10:16:13 AM,4,2,5
2937,1/9/2015 12:50:53 PM,1/9/2015 12:50:53 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,12:50:53 PM,12:50:53 PM,0,2,5
661,12/16/2014 11:26:41 AM,12/16/2014 11:26:41 AM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/16/2014,12/16/2014,11:26:41 AM,11:26:41 AM,0,51,2
3960,1/13/2015 10:51:14 AM,1/13/2015 10:52:29 AM,603,LocationDetector,person_next_to_working_place,1/13/2015,1/13/2015,10:51:14 AM,10:52:29 AM,15,3,2
1064,12/17/2014 2:31:11 PM,12/17/2014 2:31:17 PM,603,LocationDetector,person_next_to_working_place,12/17/2014,12/17/2014,2:31:11 PM,2:31:17 PM,6,51,3
3385,1/12/2015 7:59:05 AM,1/12/2015 7:59:06 AM,SmartPhone,AudioSoundDetector,toilet_usage,1/12/2015,1/12/2015,7:59:05 AM,7:59:06 AM,1,3,1
3031,1/9/2015 1:24:14 PM,1/9/2015 1:24:24 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,1:24:14 PM,1:24:24 PM,10,2,5
5214,1/13/2015 3:32:36 PM,1/13/2015 3:33:03 PM,603,LocationDetector,person_next_to_working_place,1/13/2015,1/13/2015,3:32:36 PM,3:33:03 PM,27,3,2
4993,1/13/2015 3:22:12 PM,1/13/2015 3:22:24 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:22:12 PM,3:22:24 PM,12,3,2
4150,1/13/2015 11:03:03 AM,1/13/2015 11:03:15 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,11:03:03 AM,11:03:15 AM,12,3,2
1012,12/17/2014 2:23:45 PM,12/17/2014 2:24:08 PM,603,LocationDetector,person_next_to_sink,12/17/2014,12/17/2014,2:23:45 PM,2:24:08 PM,23,51,3
3292,1/9/2015 2:24:15 PM,1/9/2015 2:24:19 PM,603,LocationDetector,person_next_to_sink,1/9/2015,1/9/2015,2:24:15 PM,2:24:19 PM,4,2,5
3450,1/12/2015 9:47:34 PM,1/12/2015 9:47:42 PM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/12/2015,1/12/2015,9:47:34 PM,9:47:42 PM,8,3,1
1051,12/17/2014 2:29:21 PM,12/17/2014 2:29:29 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,12/17/2014,12/17/2014,2:29:21 PM,2:29:29 PM,8,51,3
674,12/16/2014 11:28:08 AM,12/16/2014 11:28:23 AM,702,WaterFlowDetection_Kitchen,sink_usage,12/16/2014,12/16/2014,11:28:08 AM,11:28:23 AM,15,51,2
2837,1/9/2015 12:39:39 PM,1/9/2015 12:39:52 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:39:39 PM,12:39:52 PM,13,2,5
2840,1/9/2015 12:39:55 PM,1/9/2015 12:40:03 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:39:55 PM,12:40:03 PM,8,2,5
4595,1/13/2015 2:57:33 PM,1/13/2015 2:57:33 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,2:57:33 PM,2:57:33 PM,0,3,2
3651,1/13/2015 10:23:51 AM,1/13/2015 10:23:54 AM,SmartPhone,AudioSoundDetector,tooth_brushing,1/13/2015,1/13/2015,10:23:51 AM,10:23:54 AM,3,3,2
4389,1/13/2015 2:18:04 PM,1/13/2015 2:18:04 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,2:18:04 PM,2:18:04 PM,0,3,2
1700,1/6/2015 2:44:42 PM,1/6/2015 2:45:12 PM,603,LocationDetector,person_in_kitchen,1/6/2015,1/6/2015,2:44:42 PM,2:45:12 PM,30,2,2
